STIRIS_ID,Order_Unique_ID,Order_Sale_RoundedValue,Freight_Value,Product_ID,Seller_ID,SKU_Item,Mail_Category,Mail_Way_In,Mail_Cost_Type,Mail_Partner_Type,Mail_Partner_Name,Order_Status,Order_Hour_Of_Day,Days_Since_Prior_Order,Mail_From_Type,Intimate_Profit,Order_Quantity_Number,Raw_Pr_Category,Discount_Applied,Offer_Claimed,Order_ForSelf,Order_ForGift,Order_Purchase_date,Order_Approved_At,Shipping_Limit_Date,Order_Delivered_Carrier_Date,Order_Delivered_Customer_Date,Order_Estimated_Delivery_Date
008a40c2b8b21893e04945ce58854b55,8233508,610,13,437427574,975695321,8369799027,Scheduled On-Demand,LTL,Flat-Rate Shipping,LCC,Grupo Depolli,Cancelled,8,19,Last-Mail,66,2,Computers,FALSE,FALSE,Yes,No,20-Mar-18,12-Mar-18,16-Mar-18,16-Mar-18,16-Mar-18,02-Apr-18
008c3a655c66f4d92370d0d422732f69,563633332,74,9.44,527533022,102701802,2490775812,Self Pick-up,Truckload,Express,Freight-Fly,FedEx,Void,15,30,Middle-Mail,29,3,Games,FALSE,TRUE,Yes,No,25-Mar-18,13-Mar-18,16-Mar-18,16-Mar-18,16-Mar-18,05-Apr-18
008ce8764db2e397e153000e017475b6,161485632,24,27.39,255100019,46505151,8567151775,On-Demand,LTL,Express,LCC,Grupo Depolli,Cancelled,21,7,Middle-Mail,1,2,Beauty,FALSE,FALSE,No,Yes,25-Mar-18,15-Mar-18,17-Mar-18,17-Mar-18,17-Mar-18,05-Apr-18
008cfe221ab054c89bc31720098cca51,748163580,14,36.85,762162403,219486585,9114497085,On-Demand,Ocean,IN-Store,Permanent-Flow,RS Logistics,Completed,12,30,Middle-Mail,2,1,Books,FALSE,TRUE,Yes,No,29-Mar-18,17-Mar-18,19-Mar-18,19-Mar-18,19-Mar-18,06-Apr-18
008d9bf350ff02ed444b3452cf3f57e0,303548278,656,15.23,340325510,634119287,5855124819,On-Demand,Air,Complimentary,Contract-row,Norte Brasil Logistica,Damaged,10,7,Middle-Mail,36,2,Outdoors,TRUE,TRUE,No,Yes,04-Apr-18,17-Mar-18,21-Mar-18,21-Mar-18,21-Mar-18,08-Apr-18
008d9bf350ff02ed444b3452cf3f57e0,977142612,832,15.23,170313233,140499270,2682061524,Self Pick-up,Air,IN-Store,Freight-Fly,Ceará Express,Damaged,19,7,Last-Mail,0,3,Garden,TRUE,FALSE,Yes,No,05-Apr-18,19-Mar-18,21-Mar-18,21-Mar-18,21-Mar-18,11-Apr-18
008dc31c0ae7121f2791953ae5f532c3,192827631,27,34.15,411788710,146483537,2818645700,Same-Day,Train,IN-Store,Freight-Fly,Grupo Depolli,Cancelled,11,9,Middle-Mail,15,1,Tools,TRUE,TRUE,No,Yes,16-Apr-18,20-Mar-18,22-Mar-18,22-Mar-18,22-Mar-18,15-Apr-18
008dd5e80ebf8f849aa0c5bf4e22ce7a,127145298,143,8.74,923746341,431195364,5778737645,Self Pick-up,LTL,Express,Vendor-Base,RS Logistics,Void,19,12,Middle-Mail,124,5,Computers,TRUE,FALSE,No,Yes,17-Apr-18,23-Mar-18,22-Mar-18,22-Mar-18,22-Mar-18,15-Apr-18
008eaf9004164883520d0bd32b107261,67528951,44,21.44,571707606,490677181,8242148481,Self Pick-up,Ocean,Complimentary,LCC,FedEx,Cancelled,8,2,Last-Mail,17,5,Health,TRUE,TRUE,No,Yes,22-Apr-18,24-Mar-18,25-Mar-18,25-Mar-18,25-Mar-18,16-Apr-18
008f831b7185cff7ab35a46c37d64cd2,344529974,45,37.09,147348192,24347534,6223664206,Self Pick-up,Ocean,Limited to Order,Permanent-Flow,RS Logistics,Completed,12,19,Last-Mail,2,4,Outdoors,FALSE,TRUE,Yes,No,22-Apr-18,24-Mar-18,25-Mar-18,25-Mar-18,25-Mar-18,21-Apr-18
008fab5602c441d51f30b1464f5d4643,484553354,16,15.56,955020056,922646615,8781104324,Scheduled On-Demand,Truckload,Express,Freight-Fly,Ceará Express,Cancelled,8,7,Middle-Mail,1,1,Computers,FALSE,FALSE,Yes,No,24-Apr-18,28-Mar-18,25-Mar-18,25-Mar-18,25-Mar-18,22-Apr-18
0091a677651feaf5a08d7bb147681e14,993519364,37,7.53,276109941,642712180,4822782891,Scheduled On-Demand,Air,Free Shipping,Contract-row,Norte Brasil Logistica,Void,17,30,Middle-Mail,5,3,Jewelery,TRUE,TRUE,No,Yes,27-Apr-18,02-Apr-18,25-Mar-18,25-Mar-18,25-Mar-18,22-Apr-18
00921e4911895b93c7b4fc0d80c0815e,611027994,17,11.62,362709756,34287439,4036646451,Same-Day,Ocean,Express,Permanent-Flow,RS Logistics,Refunded,23,2,Middle-Mail,12,5,Music,TRUE,FALSE,No,Yes,01-May-18,04-Apr-18,26-Mar-18,26-Mar-18,26-Mar-18,24-Apr-18
0093cbf16a6afb7f0ab7cc821b6f9e92,864407850,929,25.66,30127784,583636707,7242491924,Self Pick-up,Air,Limited to Order,Local-Lines,Grupo Depolli,Damaged,8,9,Last-Mail,93,9,Home,FALSE,TRUE,No,Yes,02-May-18,04-Apr-18,27-Mar-18,27-Mar-18,27-Mar-18,24-Apr-18
00946f674d880be1f188abc10ad7cf46,939348149,342,18.57,386913202,580918728,404477720,Self Pick-up,LTL,Complimentary,Vendor-Base,Grupo Depolli,Cancelled,7,7,Middle-Mail,103,4,Health,TRUE,TRUE,Yes,No,03-May-18,06-Apr-18,30-Mar-18,30-Mar-18,30-Mar-18,25-Apr-18
00946f674d880be1f188abc10ad7cf46,952924563,1263,14.35,87643310,680541952,2707415677,Same-Day,Ocean,Express,Local-Lines,Norte Brasil Logistica,Void,10,8,Last-Mail,56,5,Tools,FALSE,TRUE,No,Yes,08-May-18,08-Apr-18,31-Mar-18,31-Mar-18,31-Mar-18,26-Apr-18
00949655cdd8d0465e433a5e6c9643e5,500508691,674,7.87,915381888,407188031,8692980064,Scheduled On-Demand,LTL,Free Shipping,Freight-Fly,Pronto Cargo,Refunded,6,16,Middle-Mail,187,2,Industrial,TRUE,FALSE,Yes,No,09-May-18,08-Apr-18,04-Apr-18,04-Apr-18,04-Apr-18,03-May-18
0094bd07f49fed90209ffa62d1ef26d6,394146044,32,7.39,619230060,237204146,9889231840,Same-Day,LTL,IN-Store,Local-Lines,FedEx,Void,20,20,Middle-Mail,6,3,Automotive,FALSE,FALSE,No,Yes,11-May-18,12-Apr-18,05-Apr-18,05-Apr-18,05-Apr-18,10-May-18
0094d4660e323945f84f5c29eb348aae,127706762,79,39.41,347512559,866705000,6317473439,Scheduled On-Demand,Train,Flat-Rate Shipping,LCC,Ceará Express,Refunded,12,3,Last-Mail,36,4,Health,FALSE,FALSE,Yes,No,13-May-18,13-Apr-18,10-Apr-18,10-Apr-18,10-Apr-18,12-May-18
0094dc9ea7e3cd54d95aea42685673ff,401803049,20,14.8,179923537,998638342,9485171390,Same-Day,Air,IN-Store,Contract-row,Grupo Depolli,Damaged,19,17,Middle-Mail,2,1,Grocery,TRUE,FALSE,Yes,No,15-May-18,13-Apr-18,11-Apr-18,11-Apr-18,11-Apr-18,12-May-18
0095790a64527ec83aeaaf99023c050e,677130684,64,42.76,698321072,116923372,5686106169,Same-Day,Air,Complimentary,Local-Lines,Grupo Depolli,Void,7,2,Middle-Mail,7,3,Health,TRUE,FALSE,Yes,No,16-May-18,19-Apr-18,13-Apr-18,13-Apr-18,13-Apr-18,16-May-18
0096668e5b0b8e9657a6f7209a4e58b4,613659710,7,13.47,158533400,243167003,3046169752,On-Demand,LTL,Basic-Shipping,Permanent-Flow,FedEx,Refunded,9,4,Middle-Mail,3,2,Games,TRUE,FALSE,Yes,No,18-May-18,19-Apr-18,15-Apr-18,15-Apr-18,15-Apr-18,18-May-18
009742b43f4530bc3db7f62332c50f4b,839460146,327,12.44,24804344,867633316,9678844052,On-Demand,Train,Basic-Shipping,LCC,Ceará Express,Damaged,18,29,Last-Mail,39,1,Electronics,TRUE,TRUE,No,Yes,18-May-18,23-Apr-18,16-Apr-18,16-Apr-18,16-Apr-18,19-May-18
00975e709cd12c34d3bd44e4a7f7a876,998689869,27,7.86,839106759,308007368,4166092502,Same-Day,LTL,Complimentary,Freight-Fly,FedEx,Void,13,21,Middle-Mail,25,2,Garden,FALSE,TRUE,Yes,No,20-May-18,28-Apr-18,16-Apr-18,16-Apr-18,16-Apr-18,19-May-18
0097aafe2a01dd54e39888976160c377,130341507,76,8.59,482845416,184853876,5041789037,Self Pick-up,Air,Limited to Order,Contract-row,FedEx,Cancelled,2,6,Middle-Mail,50,1,Home,FALSE,TRUE,No,Yes,22-May-18,29-Apr-18,16-Apr-18,16-Apr-18,16-Apr-18,21-May-18
0097f0545a302aafa32782f1734ff71c,474130547,73,10.68,124008731,416944176,4219508597,Same-Day,LTL,Express,Vendor-Base,Ceará Express,Refunded,18,30,Last-Mail,25,3,Grocery,FALSE,FALSE,No,Yes,24-May-18,29-Apr-18,18-Apr-18,18-Apr-18,18-Apr-18,21-May-18
0097f0545a302aafa32782f1734ff71c,451967672,68,31.16,641546569,653589485,59062487,Self Pick-up,Ocean,IN-Store,Freight-Fly,Grupo Depolli,Void,15,13,Middle-Mail,27,3,Sports,FALSE,FALSE,Yes,No,25-May-18,01-May-18,19-Apr-18,19-Apr-18,19-Apr-18,24-May-18
009838529bb913846ab6670d22865381,931977156,523,47.4,619641431,539422632,2328184529,Self Pick-up,Air,Flat-Rate Shipping,Freight-Fly,Pronto Cargo,Refunded,15,0,Last-Mail,204,7,Tools,TRUE,TRUE,No,Yes,30-May-18,02-May-18,19-Apr-18,19-Apr-18,19-Apr-18,26-May-18
0098dbda25722a3f019fe252a0cd10b3,341614540,44,21.49,908024629,909255357,7855023232,On-Demand,Train,Express,Vendor-Base,FedEx,Completed,12,7,Middle-Mail,3,1,Computers,TRUE,FALSE,Yes,No,02-Jun-18,03-May-18,20-Apr-18,20-Apr-18,20-Apr-18,26-May-18
009905140e9f8cc35d5be897937381db,300511084,243,18.23,282889106,657900855,6493057973,Scheduled On-Demand,LTL,Limited to Order,Local-Lines,Panalpina,Damaged,14,30,Last-Mail,14,2,Clothing,TRUE,TRUE,Yes,No,03-Jun-18,03-May-18,21-Apr-18,21-Apr-18,21-Apr-18,27-May-18
009905140e9f8cc35d5be897937381db,561144561,1625,18.23,503610039,476718939,9693707109,On-Demand,Ocean,Express,Contract-row,Norte Brasil Logistica,Damaged,17,2,Last-Mail,77,3,Automotive,FALSE,TRUE,Yes,No,04-Jun-18,04-May-18,22-Apr-18,22-Apr-18,22-Apr-18,27-May-18
00995d799817ecc3bd2abd8fbe59c430,994735931,1096,12.92,61500965,5365454,3657249214,Self Pick-up,Ocean,Limited to Order,Local-Lines,Norte Brasil Logistica,Refunded,1,30,Middle-Mail,658,7,Home,TRUE,FALSE,Yes,No,05-Jun-18,06-May-18,22-Apr-18,22-Apr-18,22-Apr-18,29-May-18
00998f38df3012359ef195ca75ebb329,624917503,545,23.34,181796385,176143944,7750382828,On-Demand,Train,Flat-Rate Shipping,Local-Lines,RS Logistics,Cancelled,9,2,Middle-Mail,73,11,Outdoors,TRUE,FALSE,No,Yes,05-Jun-18,09-May-18,22-Apr-18,22-Apr-18,22-Apr-18,01-Jun-18
009ac365164f8e06f59d18a08045f6c4,941143090,433,15.1,904519393,648007303,6036215401,Self Pick-up,Train,Limited to Order,Local-Lines,Ceará Express,Completed,11,5,Last-Mail,26,3,Electronics,TRUE,TRUE,Yes,No,07-Jun-18,11-May-18,24-Apr-18,24-Apr-18,24-Apr-18,02-Jun-18
009c278fa2ed6e7ec498200b60193ca8,319677479,245,15.1,274685023,355116696,9907888982,On-Demand,LTL,Basic-Shipping,Vendor-Base,Panalpina,Refunded,10,30,Last-Mail,3,4,Outdoors,TRUE,TRUE,No,Yes,07-Jun-18,15-May-18,26-Apr-18,26-Apr-18,26-Apr-18,03-Jun-18
009e11afa25aa95ae78e60a793995c9b,541529560,155,34.15,936796494,274238543,4998333445,On-Demand,LTL,IN-Store,Vendor-Base,RS Logistics,Completed,16,19,Last-Mail,56,3,Beauty,TRUE,TRUE,Yes,No,07-Jun-18,16-May-18,26-Apr-18,26-Apr-18,26-Apr-18,04-Jun-18
009fa9bd0d92710e840793bfefa80867,936705058,148,15.34,445511063,231988696,6231042588,Scheduled On-Demand,Train,Free Shipping,Contract-row,Ceará Express,Damaged,22,4,Middle-Mail,52,5,Shoes,TRUE,TRUE,Yes,No,08-Jun-18,16-May-18,02-May-18,02-May-18,02-May-18,05-Jun-18
00a0116ff15ff973ea16bee881208ae7,862057743,86,45.12,86486396,975702852,6283370306,Scheduled On-Demand,Train,Express,Vendor-Base,Grupo Depolli,Completed,18,30,Last-Mail,55,6,Industrial,TRUE,FALSE,Yes,No,14-Jun-18,22-May-18,03-May-18,03-May-18,03-May-18,11-Jun-18
00a12754417a49a9dec20361849aa917,955823333,134,8.82,253162029,801053666,8462714389,Same-Day,Ocean,IN-Store,Vendor-Base,Norte Brasil Logistica,Cancelled,19,7,Last-Mail,42,2,Sports,FALSE,FALSE,No,Yes,15-Jun-18,27-May-18,07-May-18,07-May-18,07-May-18,12-Jun-18
00a13ab02fbe82f78cd84f14e41564ed,457363663,51,8.86,347661541,579484056,8103057029,Scheduled On-Demand,Ocean,Free Shipping,Contract-row,Ceará Express,Void,11,30,Middle-Mail,7,2,Clothing,TRUE,TRUE,No,Yes,21-Jun-18,01-Jun-18,08-May-18,08-May-18,08-May-18,15-Jun-18
00a174dbf11967d260033fa6ab711493,428448516,529,41.53,192316284,235724333,1392753198,Same-Day,LTL,Express,Local-Lines,Panalpina,Cancelled,13,30,Middle-Mail,137,3,Outdoors,FALSE,TRUE,Yes,No,22-Jun-18,02-Jun-18,09-May-18,09-May-18,09-May-18,16-Jun-18
00a1e977cf6e672402963940db55d919,261377474,264,7.75,80498424,165588092,3413409484,Self Pick-up,LTL,Express,Permanent-Flow,Norte Brasil Logistica,Damaged,13,23,Last-Mail,30,3,Beauty,FALSE,FALSE,Yes,No,25-Jun-18,03-Jun-18,11-May-18,11-May-18,11-May-18,19-Jun-18
00a250dbdb3153cc6ecf4d3f07ef6a17,943455913,45,7.78,962273520,34739487,6858477276,Scheduled On-Demand,LTL,IN-Store,LCC,RS Logistics,Void,15,13,Middle-Mail,2,4,Movies,TRUE,FALSE,No,Yes,27-Jun-18,08-Jun-18,12-May-18,12-May-18,12-May-18,19-Jun-18
00a379dfab816a83741012b71b264098,672080075,381,7.39,836213406,714745920,2261633912,Self Pick-up,Truckload,IN-Store,Vendor-Base,Pronto Cargo,Damaged,9,30,Middle-Mail,13,2,Tools,FALSE,TRUE,Yes,No,28-Jun-18,09-Jun-18,17-May-18,17-May-18,17-May-18,21-Jun-18
00a3a334aec7455a6d3319981499a3da,617990317,332,11.85,128446616,94255772,2801923184,Scheduled On-Demand,LTL,Flat-Rate Shipping,Freight-Fly,Ceará Express,Refunded,11,22,Middle-Mail,503,3,Shoes,TRUE,FALSE,No,Yes,05-Jul-18,10-Jun-18,17-May-18,17-May-18,17-May-18,22-Jun-18
00a3f1ef430d3984dece2f39d6cbf431,255520656,1829,22.99,700562513,80812851,2862695653,On-Demand,LTL,Express,LCC,RS Logistics,Void,11,7,Last-Mail,56,6,Jewelery,FALSE,FALSE,No,Yes,06-Jul-18,10-Jun-18,22-May-18,22-May-18,22-May-18,22-Jun-18
00a4d94df1c9757661679b2f4bd6d311,113234909,17,21.43,193448008,823652218,1549863819,Self Pick-up,Train,Limited to Order,Freight-Fly,RS Logistics,Void,1,30,Middle-Mail,6,1,Home,FALSE,FALSE,No,Yes,07-Jul-18,14-Jun-18,23-May-18,23-May-18,23-May-18,23-Jun-18
00a57dfbb049fbaae10763e2cf15f797,722350822,357,22.56,235498791,249682273,7960475962,Same-Day,LTL,IN-Store,Vendor-Base,FedEx,Refunded,15,30,Middle-Mail,139,2,Jewelery,TRUE,TRUE,No,Yes,07-Jul-18,15-Jun-18,26-May-18,26-May-18,26-May-18,23-Jun-18
00a57dfbb049fbaae10763e2cf15f797,662102085,51,22.56,19989862,603908095,4181166449,Self Pick-up,Truckload,Basic-Shipping,Contract-row,Ceará Express,Cancelled,15,15,Middle-Mail,21,3,Sports,TRUE,FALSE,Yes,No,09-Jul-18,15-Jun-18,27-May-18,27-May-18,27-May-18,30-Jun-18
00a57dfbb049fbaae10763e2cf15f797,698735200,387,22.56,664852433,318718237,9053506365,Self Pick-up,LTL,Limited to Order,Local-Lines,Norte Brasil Logistica,Refunded,6,7,Middle-Mail,213,5,Clothing,TRUE,TRUE,Yes,No,11-Jul-18,23-Jun-18,28-May-18,28-May-18,28-May-18,30-Jun-18
00a690becda145533fa5a54daa7b6ad5,598097547,14,29.08,735070296,818174587,832726540,Scheduled On-Demand,Truckload,Express,Freight-Fly,Ceará Express,Refunded,11,23,Middle-Mail,1,4,Tools,TRUE,FALSE,No,Yes,13-Jul-18,26-Jun-18,29-May-18,29-May-18,29-May-18,01-Jul-18
00a77f9cc25b05b2004752593d7b8888,718221712,352,18.5,355696058,202786450,2034858468,Self Pick-up,Ocean,Limited to Order,Freight-Fly,RS Logistics,Completed,19,30,Middle-Mail,345,5,Toys,TRUE,TRUE,Yes,No,17-Jul-18,26-Jun-18,30-May-18,30-May-18,30-May-18,06-Jul-18
00a843f5a80c7aea894c558acc29f513,267713330,469,14.1,957265219,382279762,5259541650,On-Demand,LTL,Flat-Rate Shipping,Vendor-Base,FedEx,Void,18,30,Middle-Mail,459,3,Games,TRUE,FALSE,Yes,No,19-Jul-18,26-Jun-18,08-Jun-18,08-Jun-18,08-Jun-18,06-Jul-18
00a870c6c06346e85335524935c600c0,899210340,97,0,2449107,570449264,1615108599,Same-Day,Ocean,Basic-Shipping,LCC,Ceará Express,Cancelled,13,28,Last-Mail,17,2,Automotive,FALSE,FALSE,No,Yes,29-Jul-18,27-Jun-18,12-Jun-18,12-Jun-18,12-Jun-18,07-Jul-18
00a9536682ecb394a3794c1608200803,568048359,149,12.27,322488929,284771210,9589525091,Scheduled On-Demand,Air,Free Shipping,LCC,FedEx,Completed,7,2,Last-Mail,36,3,Books,TRUE,FALSE,Yes,No,30-Jul-18,27-Jun-18,15-Jun-18,15-Jun-18,15-Jun-18,11-Jul-18
00a99c50fdff7e36262caba33821875a,168956918,31,22.3,25047871,843735784,332798585,Self Pick-up,LTL,Complimentary,Contract-row,Pronto Cargo,Cancelled,14,22,Middle-Mail,10,3,Tools,FALSE,FALSE,No,Yes,31-Jul-18,29-Jun-18,16-Jun-18,16-Jun-18,16-Jun-18,13-Jul-18
00aa423621f35a9ca6c6240f275b0640,506955945,714,14.51,884974318,573121984,4658237431,On-Demand,LTL,Express,Vendor-Base,Ceará Express,Void,13,1,Middle-Mail,56,4,Industrial,TRUE,FALSE,Yes,No,01-Aug-18,29-Jun-18,18-Jun-18,18-Jun-18,18-Jun-18,16-Jul-18
00ab1aba567dfebdc39caa4e7ca2f1b2,2255825,75,12.48,137374480,1132115,2865989380,On-Demand,Air,Limited to Order,Local-Lines,FedEx,Completed,17,3,Middle-Mail,25,3,Baby,TRUE,FALSE,Yes,No,04-Aug-18,30-Jun-18,19-Jun-18,19-Jun-18,19-Jun-18,16-Jul-18
00ab210695a17fe10e6b23616ae5bc97,490562571,17,7.53,418341802,883025091,797117466,On-Demand,Train,Flat-Rate Shipping,Local-Lines,Pronto Cargo,Completed,18,21,Last-Mail,9,3,Outdoors,TRUE,TRUE,Yes,No,08-Aug-18,01-Jul-18,22-Jun-18,22-Jun-18,22-Jun-18,19-Jul-18
00ab3a43bda739029ffce95d3b2fb56c,438275651,141,7.46,924545410,349953875,9993207667,Scheduled On-Demand,LTL,Flat-Rate Shipping,Permanent-Flow,Pronto Cargo,Completed,18,30,Last-Mail,28,7,Beauty,FALSE,TRUE,No,Yes,09-Aug-18,02-Jul-18,22-Jun-18,22-Jun-18,22-Jun-18,20-Jul-18
00ab9fa91aafa3d881164b0da48999aa,219233141,76,65.34,580201492,528556070,3865434827,Same-Day,Truckload,Complimentary,Freight-Fly,RS Logistics,Completed,16,30,Middle-Mail,72,9,Books,TRUE,FALSE,No,Yes,09-Aug-18,08-Jul-18,25-Jun-18,25-Jun-18,25-Jun-18,20-Jul-18
00ac05fe0fc047c54418098eb64e3aaa,28247719,632,23.57,418047094,561911613,6053469483,Same-Day,Ocean,IN-Store,Freight-Fly,Ceará Express,Void,10,30,Middle-Mail,316,6,Tools,TRUE,FALSE,No,Yes,10-Aug-18,14-Jul-18,25-Jun-18,25-Jun-18,25-Jun-18,21-Jul-18
00ac2a1ec784f71feeb7ba1e5959750d,591558871,32,19.32,396035017,178632863,988031922,On-Demand,Truckload,Complimentary,LCC,RS Logistics,Completed,13,5,Last-Mail,16,6,Sports,FALSE,TRUE,Yes,No,11-Aug-18,14-Jul-18,04-Jul-18,04-Jul-18,04-Jul-18,22-Jul-18
00ace652c8a5072670f30674e5f19844,782360488,68,30.66,412836504,602259267,303718579,Self Pick-up,Ocean,Flat-Rate Shipping,LCC,Norte Brasil Logistica,Damaged,10,9,Middle-Mail,30,1,Toys,TRUE,FALSE,No,Yes,11-Aug-18,19-Jul-18,05-Jul-18,05-Jul-18,05-Jul-18,22-Jul-18
00ad1a02d4d9decad15c7e8f8a9470cc,262355971,82,19.25,332010651,946132281,1965748503,On-Demand,Ocean,Complimentary,LCC,Grupo Depolli,Cancelled,13,9,Last-Mail,39,5,Sports,FALSE,FALSE,No,Yes,13-Aug-18,20-Jul-18,09-Jul-18,09-Jul-18,09-Jul-18,23-Jul-18
00ae7a8b4936674ebb701d4a23719a79,924541964,72,9.26,490410883,405359801,2622342292,Same-Day,Train,Limited to Order,Contract-row,Norte Brasil Logistica,Refunded,10,30,Last-Mail,49,1,Kids,TRUE,TRUE,Yes,No,13-Aug-18,25-Jul-18,11-Jul-18,11-Jul-18,11-Jul-18,26-Jul-18
00af3d9ddff7f256e83d79247dbe1a9f,657285052,13,25.73,462290288,935389963,8985979612,Same-Day,LTL,Express,Vendor-Base,FedEx,Cancelled,16,30,Last-Mail,13,2,Jewelery,TRUE,TRUE,Yes,No,14-Aug-18,25-Jul-18,12-Jul-18,12-Jul-18,12-Jul-18,27-Jul-18
00af53fdc2002f5b6a8f16db648e003b,515205225,167,11.85,880691789,6805082,8769958971,Same-Day,LTL,Basic-Shipping,Vendor-Base,Ceará Express,Cancelled,14,3,Last-Mail,43,7,Garden,TRUE,TRUE,No,Yes,15-Aug-18,28-Jul-18,13-Jul-18,13-Jul-18,13-Jul-18,02-Aug-18
00b12f4674177ef40c4bdb034138c843,803385878,171,17.87,804890099,955980208,567723690,Scheduled On-Demand,Ocean,Basic-Shipping,Freight-Fly,Panalpina,Refunded,8,2,Last-Mail,14,9,Toys,TRUE,TRUE,No,Yes,15-Aug-18,28-Jul-18,14-Jul-18,14-Jul-18,14-Jul-18,07-Aug-18
00b1861aeb89afa498404c684148a619,400155304,117,23.33,999953083,998650266,755795261,Same-Day,Truckload,Free Shipping,Permanent-Flow,Pronto Cargo,Completed,8,8,Last-Mail,6,3,Baby,FALSE,TRUE,No,Yes,17-Aug-18,29-Jul-18,15-Jul-18,15-Jul-18,15-Jul-18,09-Aug-18
00b1861aeb89afa498404c684148a619,6819573,116,23.33,39632457,390741906,7227240363,Scheduled On-Demand,Air,Complimentary,Permanent-Flow,Norte Brasil Logistica,Refunded,16,30,Middle-Mail,4,1,Industrial,TRUE,FALSE,Yes,No,17-Aug-18,02-Aug-18,17-Jul-18,17-Jul-18,17-Jul-18,10-Aug-18
00b2d2f2b5f7b98e6b1828764660134e,90941547,887,13.68,86186909,830068948,3275754106,Scheduled On-Demand,Ocean,Basic-Shipping,Permanent-Flow,FedEx,Damaged,15,9,Middle-Mail,80,3,Electronics,TRUE,TRUE,Yes,No,19-Aug-18,03-Aug-18,21-Jul-18,21-Jul-18,21-Jul-18,10-Aug-18
00b30bb163474583c14db1689259cf4d,13337050,275,26.61,313570788,375503747,5649356289,Self Pick-up,Air,Basic-Shipping,Contract-row,Grupo Depolli,Cancelled,9,18,Last-Mail,275,4,Home,TRUE,FALSE,Yes,No,20-Aug-18,11-Aug-18,25-Jul-18,25-Jul-18,25-Jul-18,15-Aug-18
00b402e8a76d3da83714c52d3977cc2d,13297832,44,26.26,774382983,340688976,4087528782,Scheduled On-Demand,LTL,Free Shipping,Local-Lines,Panalpina,Refunded,14,30,Last-Mail,7,3,Grocery,FALSE,TRUE,Yes,No,21-Aug-18,11-Aug-18,27-Jul-18,27-Jul-18,27-Jul-18,18-Aug-18
00b44ba3d7c4a5e9a9ebafef9150781d,347326219,168,7.68,625734766,415523085,7813469844,Self Pick-up,Train,Flat-Rate Shipping,Contract-row,Grupo Depolli,Cancelled,14,23,Middle-Mail,9,3,Games,FALSE,TRUE,No,Yes,21-Aug-18,13-Aug-18,30-Jul-18,30-Jul-18,30-Jul-18,22-Aug-18
00b47ee856118583dbec7d1f9b18d847,490555786,114,15.23,299491978,185794224,8884496713,On-Demand,Truckload,Flat-Rate Shipping,Vendor-Base,RS Logistics,Void,8,30,Middle-Mail,8,3,Computers,FALSE,FALSE,No,Yes,26-Aug-18,16-Aug-18,02-Aug-18,02-Aug-18,02-Aug-18,25-Aug-18
00b4846d477a7baf5d4e47970bc08c7e,452913332,1300,16.11,357663240,481638519,8977300711,On-Demand,Ocean,IN-Store,Freight-Fly,FedEx,Refunded,13,25,Last-Mail,16,8,Books,FALSE,TRUE,No,Yes,28-Aug-18,17-Aug-18,02-Aug-18,02-Aug-18,02-Aug-18,25-Aug-18
00b4a910f64f24dbcac04fe54088a443,848260039,4,16.6,175092159,943171498,1012395782,On-Demand,LTL,Limited to Order,Local-Lines,FedEx,Refunded,13,30,Middle-Mail,3,1,Music,FALSE,FALSE,Yes,No,30-Aug-18,17-Aug-18,04-Aug-18,04-Aug-18,04-Aug-18,27-Aug-18
00b4c651133c06fb175123a492f1cac3,236226070,73,14.59,859307030,158194914,4043564546,Same-Day,Truckload,Free Shipping,Vendor-Base,FedEx,Completed,10,11,Middle-Mail,7,1,Music,FALSE,TRUE,Yes,No,31-Aug-18,19-Aug-18,06-Aug-18,06-Aug-18,06-Aug-18,30-Aug-18
00b5e1c770b1868ec1b6b726be3aa9b9,598893193,67,11.85,559578055,569189326,6502927009,On-Demand,Train,Limited to Order,Contract-row,Panalpina,Completed,12,17,Middle-Mail,42,3,Beauty,TRUE,FALSE,Yes,No,05-Sep-18,20-Aug-18,06-Aug-18,06-Aug-18,06-Aug-18,31-Aug-18
00b676b01c289cc661c6f7732492771a,409594330,322,21.19,527794428,991352712,3745831616,Scheduled On-Demand,Truckload,Complimentary,Local-Lines,RS Logistics,Damaged,18,30,Middle-Mail,193,5,Clothing,TRUE,FALSE,No,Yes,06-Sep-18,21-Aug-18,07-Aug-18,07-Aug-18,07-Aug-18,01-Sep-18
00b6c055922e0ed2d88efdd252b2fb64,847193557,115,11.15,262699033,350559473,2264711663,Scheduled On-Demand,Truckload,Basic-Shipping,Permanent-Flow,Panalpina,Completed,18,4,Last-Mail,39,3,Sports,TRUE,FALSE,No,Yes,07-Sep-18,22-Aug-18,07-Aug-18,07-Aug-18,07-Aug-18,02-Sep-18
00b6e66f005a657a6b13eedcacdf9342,316955991,87,39.66,116012175,550158357,2534899201,On-Demand,Train,Flat-Rate Shipping,Contract-row,Panalpina,Damaged,18,4,Middle-Mail,83,5,Music,FALSE,TRUE,No,Yes,07-Sep-18,23-Aug-18,12-Aug-18,12-Aug-18,12-Aug-18,03-Sep-18
