PRODUCT_ID,RAW_PR_CATEGORY,CUSTOM_RATING,COLOR_VARIANT,COLOR_VARIANT_HEXCODE,STOCK_STATUS,MANFACTURING_DATE,CARRIER_SIZE,LIMITED_STOCK,ACTIVE_FOR_SALE,PRODUCT_BIZ_STATUS,AUTOMATIC_PROLONGATION,AUTOMATIC_PROLONGATION_PERIOD,UPSELL_AVAILABILITY,SELLER_ID,SKU_ITEM,ASSORTMENT_PRIORITY,NEGAT_IND,PROMO_THEME
518030788,Automotive,4,Turquoise,#c2307b,OOS,12-04-2019,Medium Fr,TRUE,TRUE,Sale Type,FALSE,35,TRUE,843462595,3065573105,TRUE,Yes,Website
355697951,Games,2,Crimson,#3721e7,SOS,24-05-2022,Heavy Fr,FALSE,FALSE,Self Type,FALSE,28,FALSE,74443125,4406709363,TRUE,Yes,Referral
436358283,Kids,2,Red,#8a16f7,OOS,24-04-2021,Low Fr,FALSE,TRUE,Comm Type,FALSE,29,TRUE,898439250,3549807171,TRUE,No,Referral
270108546,Baby,1,Maroon,#94866f,Available,21-02-2017,Low Fr,FALSE,TRUE,Trust Type,FALSE,13,TRUE,536329151,4185798423,TRUE,Yes,E-mail
789004027,Garden,1,Green,#cfb6b2,SOS,04-10-2020,Heavy Fr,TRUE,FALSE,Sale Type,FALSE,10,FALSE,160744611,4845689529,TRUE,Yes,Website
914476798,Movies,5,Maroon,#1e3870,Available,19-04-2017,Heavy Fr,FALSE,TRUE,Comm Type,TRUE,38,FALSE,649353624,1774418789,FALSE,No,Referral
680652473,Books,5,Violet,#5fe5f3,Available,12-02-2022,Medium Fr,TRUE,TRUE,Sale Type,FALSE,32,FALSE,834060574,4941362160,TRUE,Yes,E-mail
849772075,Games,4,Indigo,#27e106,OOS,31-07-2018,Heavy Fr,FALSE,TRUE,Comm Type,FALSE,13,TRUE,171353479,3755714957,TRUE,Yes,Unique
450924219,Shoes,2,Fuscia,#a84564,SOS,03-07-2019,Low Fr,FALSE,TRUE,Sale Type,TRUE,15,TRUE,954711974,5034899892,FALSE,Yes,Referral
844742363,Computers,1,Teal,#2e2e4e,Available,25-05-2022,Medium Fr,TRUE,TRUE,Comm Type,FALSE,6,TRUE,106030773,842761667,FALSE,No,E-mail
816759144,Grocery,4,Goldenrod,#e761e5,OOS,08-02-2020,Low Fr,TRUE,TRUE,Self Type,TRUE,37,FALSE,418246441,523203551,TRUE,Yes,E-mail
33763224,Jewelery,2,Teal,#673966,SOS,14-11-2020,Low Fr,FALSE,FALSE,Comm Type,TRUE,31,FALSE,919858192,3066751341,FALSE,No,Website
916742297,Electronics,3,Crimson,#1e5ea6,OOS,20-01-2020,Heavy Fr,FALSE,FALSE,Sale Type,FALSE,31,FALSE,494420478,3028076373,FALSE,No,E-mail
928881373,Electronics,5,Mauv,#feee10,OOS,08-06-2017,Low Fr,FALSE,FALSE,Self Type,FALSE,33,FALSE,348611472,4239449324,TRUE,Yes,Unique
623248015,Movies,5,Red,#f4bec0,SOS,17-04-2019,Medium Fr,TRUE,TRUE,Comm Type,FALSE,8,TRUE,524349256,6113642127,FALSE,No,TeleM
816573197,Games,2,Blue,#ab4f35,SOS,25-11-2020,Heavy Fr,TRUE,FALSE,Sale Type,TRUE,24,TRUE,168341421,6417171302,TRUE,No,Website
946215804,Garden,3,Purple,#9a1cb4,OOS,03-12-2019,Heavy Fr,TRUE,TRUE,Trust Type,FALSE,10,FALSE,374653658,2608741592,TRUE,No,Website
207411257,Health,4,Mauv,#fbe559,Available,21-12-2021,Heavy Fr,TRUE,TRUE,Self Type,TRUE,2,FALSE,269721365,7198295894,FALSE,No,Website
303653390,Baby,2,Violet,#bcedab,Available,06-09-2017,Heavy Fr,TRUE,FALSE,Sale Type,TRUE,35,TRUE,805207099,5228824499,TRUE,No,Website
970922570,Industrial,1,Yellow,#dc4f9b,SOS,03-05-2022,Medium Fr,TRUE,FALSE,Sale Type,TRUE,21,FALSE,948813698,2293668010,TRUE,Yes,E-mail
332503683,Clothing,2,Indigo,#6b5532,SOS,01-03-2022,Low Fr,TRUE,TRUE,Self Type,TRUE,6,TRUE,162469676,1013331680,TRUE,Yes,TeleM
909275515,Baby,2,Mauv,#da4068,Available,28-05-2017,Medium Fr,TRUE,FALSE,Sale Type,FALSE,23,FALSE,772384865,3733679970,TRUE,No,Website
506442167,Clothing,4,Fuscia,#f6aaed,SOS,04-04-2019,Medium Fr,TRUE,FALSE,Self Type,TRUE,2,FALSE,619325636,4658390892,FALSE,No,Website
560235997,Grocery,2,Goldenrod,#fb688a,Available,25-05-2018,Low Fr,FALSE,TRUE,Trust Type,FALSE,21,TRUE,680581183,8822988132,FALSE,No,Referral
582911393,Toys,1,Red,#425922,OOS,16-12-2019,Heavy Fr,FALSE,TRUE,Trust Type,FALSE,25,TRUE,311937141,5713948730,FALSE,Yes,Referral
26565502,Clothing,1,Indigo,#2c6e47,SOS,09-08-2018,Medium Fr,FALSE,TRUE,Comm Type,TRUE,36,TRUE,201552057,6848148423,TRUE,No,TeleM
560144429,Toys,2,Red,#752161,OOS,14-04-2017,Heavy Fr,TRUE,FALSE,Trust Type,FALSE,21,FALSE,129495687,9645472849,FALSE,Yes,E-mail
725603754,Outdoors,2,Red,#58adf3,SOS,19-05-2022,Low Fr,FALSE,FALSE,Self Type,FALSE,6,FALSE,975758892,6428735326,TRUE,No,Referral
236018424,Clothing,1,Pink,#0ee927,SOS,02-02-2017,Heavy Fr,FALSE,TRUE,Sale Type,TRUE,28,FALSE,74678156,150924852,FALSE,No,E-mail
979300325,Health,3,Puce,#14ab8e,SOS,22-04-2019,Medium Fr,FALSE,TRUE,Self Type,FALSE,34,TRUE,513256575,1787105954,TRUE,Yes,Referral
552373144,Games,3,Mauv,#45237d,Available,31-08-2018,Medium Fr,FALSE,TRUE,Comm Type,FALSE,10,TRUE,178271356,3204399834,FALSE,Yes,Referral
574739720,Movies,5,Violet,#963c05,OOS,11-11-2019,Low Fr,TRUE,FALSE,Self Type,TRUE,37,TRUE,640404436,3016012138,FALSE,No,Website
679026075,Home,2,Yellow,#1f9cea,OOS,30-06-2020,Medium Fr,FALSE,TRUE,Self Type,TRUE,31,TRUE,876096330,5927137156,TRUE,Yes,Website
874052525,Jewelery,2,Green,#2dcc93,Available,04-04-2017,Medium Fr,TRUE,FALSE,Self Type,TRUE,22,TRUE,108811878,3823260057,FALSE,Yes,Referral
616132737,Beauty,1,Puce,#8134db,Available,21-01-2022,Heavy Fr,TRUE,FALSE,Comm Type,TRUE,10,FALSE,118645899,8393146240,FALSE,No,Website
149031772,Health,4,Violet,#fda4c2,Available,11-06-2017,Low Fr,FALSE,FALSE,Trust Type,TRUE,35,TRUE,94369833,8152609285,FALSE,Yes,TeleM
526410858,Home,3,Aquamarine,#8c67c3,SOS,16-02-2017,Medium Fr,FALSE,TRUE,Comm Type,TRUE,8,TRUE,84590139,4754284453,TRUE,Yes,Unique
357536287,Shoes,4,Orange,#1e1d76,Available,04-04-2018,Medium Fr,FALSE,TRUE,Trust Type,FALSE,13,TRUE,680979267,1410125289,TRUE,Yes,Referral
522319648,Grocery,4,Pink,#77d01c,SOS,29-01-2017,Low Fr,FALSE,TRUE,Sale Type,TRUE,38,TRUE,146371788,2972022564,TRUE,Yes,Unique
642832499,Industrial,1,Purple,#87f14b,SOS,26-11-2019,Low Fr,TRUE,TRUE,Self Type,TRUE,8,FALSE,741146008,8322959834,TRUE,Yes,Unique
744840279,Garden,3,Red,#a66a2a,Available,14-06-2019,Heavy Fr,FALSE,FALSE,Self Type,FALSE,15,TRUE,657333645,3266303474,TRUE,No,Unique
893649110,Electronics,1,Maroon,#641b65,SOS,09-03-2020,Heavy Fr,FALSE,FALSE,Comm Type,TRUE,38,FALSE,691428639,4780049652,FALSE,Yes,Referral
465427924,Books,3,Red,#217085,OOS,23-02-2022,Low Fr,TRUE,TRUE,Comm Type,FALSE,31,TRUE,596497108,4510311788,FALSE,Yes,TeleM
708858127,Grocery,3,Turquoise,#630a38,SOS,06-05-2019,Heavy Fr,TRUE,FALSE,Self Type,FALSE,29,TRUE,789553302,1778583164,FALSE,Yes,Website
290460074,Jewelery,5,Red,#37191d,SOS,02-06-2017,Medium Fr,FALSE,TRUE,Trust Type,TRUE,25,TRUE,399796660,9306838646,FALSE,No,Referral
487623966,Clothing,3,Indigo,#5e2e81,OOS,31-12-2020,Heavy Fr,FALSE,FALSE,Trust Type,TRUE,8,FALSE,276401045,9860441081,FALSE,Yes,Unique
284049693,Home,1,Crimson,#31eead,SOS,10-03-2020,Low Fr,FALSE,TRUE,Sale Type,TRUE,23,FALSE,685288136,1768335990,TRUE,Yes,Unique
227075792,Books,2,Fuscia,#8a893c,SOS,17-08-2018,Low Fr,TRUE,FALSE,Trust Type,FALSE,2,FALSE,364197384,5650289344,FALSE,No,TeleM
29728310,Automotive,4,Aquamarine,#683097,SOS,06-10-2021,Medium Fr,TRUE,TRUE,Sale Type,FALSE,31,TRUE,58465241,4862717012,FALSE,No,Website
561496305,Computers,3,Aquamarine,#462e13,Available,16-11-2017,Heavy Fr,TRUE,TRUE,Trust Type,FALSE,23,FALSE,857732061,4579533623,TRUE,Yes,Referral
382778768,Music,1,Turquoise,#5f4091,OOS,22-01-2018,Low Fr,TRUE,TRUE,Self Type,TRUE,10,FALSE,488533104,6815905810,TRUE,No,Unique
437427574,Movies,3,Pink,#f64721,SOS,24-07-2020,Medium Fr,TRUE,FALSE,Self Type,TRUE,6,TRUE,975695321,8369799027,FALSE,Yes,TeleM
527533022,Kids,1,Aquamarine,#518fe1,Available,02-10-2018,Medium Fr,FALSE,FALSE,Trust Type,FALSE,13,TRUE,102701802,2490775812,FALSE,Yes,Unique
255100019,Movies,4,Red,#4e9029,Available,10-10-2018,Low Fr,TRUE,TRUE,Self Type,FALSE,25,FALSE,46505151,8567151775,TRUE,No,Referral
762162403,Home,2,Indigo,#47fc19,Available,08-03-2021,Heavy Fr,FALSE,TRUE,Trust Type,TRUE,2,FALSE,219486585,9114497085,TRUE,No,Website
340325510,Kids,3,Blue,#a00b32,SOS,31-05-2017,Low Fr,TRUE,FALSE,Sale Type,TRUE,2,TRUE,634119287,5855124819,TRUE,Yes,TeleM
170313233,Computers,2,Mauv,#a45f25,SOS,13-05-2021,Medium Fr,TRUE,FALSE,Comm Type,FALSE,32,TRUE,140499270,2682061524,TRUE,Yes,Website
411788710,Home,2,Violet,#48dbfd,OOS,22-01-2020,Heavy Fr,TRUE,TRUE,Trust Type,FALSE,36,FALSE,146483537,2818645700,FALSE,Yes,TeleM
923746341,Outdoors,3,Mauv,#aaafc7,SOS,29-07-2019,Medium Fr,TRUE,TRUE,Self Type,TRUE,13,TRUE,431195364,5778737645,TRUE,No,Website
571707606,Electronics,4,Purple,#b445de,OOS,15-02-2018,Medium Fr,FALSE,TRUE,Comm Type,TRUE,31,FALSE,490677181,8242148481,FALSE,Yes,Website
147348192,Jewelery,1,Aquamarine,#6a1704,Available,05-10-2018,Low Fr,TRUE,TRUE,Sale Type,TRUE,22,FALSE,24347534,6223664206,TRUE,Yes,TeleM
955020056,Garden,1,Green,#1d63a9,Available,03-11-2019,Low Fr,TRUE,TRUE,Comm Type,FALSE,38,TRUE,922646615,8781104324,FALSE,Yes,Referral
276109941,Toys,2,Pink,#d8f4db,OOS,31-10-2017,Heavy Fr,TRUE,TRUE,Self Type,FALSE,33,TRUE,642712180,4822782891,FALSE,No,E-mail
362709756,Garden,5,Violet,#5a458d,SOS,03-05-2022,Medium Fr,TRUE,TRUE,Trust Type,FALSE,29,FALSE,34287439,4036646451,FALSE,No,E-mail
30127784,Music,2,Turquoise,#950878,Available,28-02-2020,Medium Fr,FALSE,TRUE,Self Type,FALSE,26,FALSE,583636707,7242491924,TRUE,Yes,Website
386913202,Games,1,Goldenrod,#a404b3,OOS,29-11-2018,Medium Fr,TRUE,FALSE,Comm Type,FALSE,8,TRUE,580918728,404477720,TRUE,No,Unique
87643310,Electronics,3,Puce,#5ef28e,Available,27-12-2019,Heavy Fr,TRUE,TRUE,Self Type,FALSE,12,TRUE,680541952,2707415677,FALSE,Yes,TeleM
915381888,Industrial,3,Aquamarine,#713fc9,SOS,12-02-2021,Low Fr,TRUE,FALSE,Trust Type,TRUE,8,TRUE,407188031,8692980064,TRUE,Yes,Referral
619230060,Home,3,Teal,#aa716c,SOS,12-04-2022,Low Fr,TRUE,TRUE,Trust Type,FALSE,10,TRUE,237204146,9889231840,TRUE,Yes,Referral
347512559,Clothing,1,Turquoise,#291559,Available,17-02-2021,Low Fr,TRUE,FALSE,Comm Type,TRUE,23,FALSE,866705000,6317473439,FALSE,Yes,TeleM
179923537,Baby,5,Khaki,#84e051,OOS,26-07-2019,Low Fr,TRUE,FALSE,Self Type,FALSE,23,TRUE,998638342,9485171390,FALSE,No,TeleM
698321072,Movies,1,Puce,#7b9d94,OOS,07-09-2019,Heavy Fr,FALSE,TRUE,Self Type,FALSE,38,TRUE,116923372,5686106169,FALSE,Yes,Website
158533400,Automotive,1,Pink,#1ea9a0,OOS,21-01-2020,Low Fr,FALSE,TRUE,Self Type,TRUE,2,FALSE,243167003,3046169752,TRUE,No,Website
24804344,Baby,2,Purple,#3f130d,OOS,02-09-2021,Low Fr,FALSE,FALSE,Comm Type,TRUE,38,TRUE,867633316,9678844052,TRUE,No,Unique
839106759,Music,4,Orange,#8885e1,OOS,20-08-2018,Medium Fr,FALSE,FALSE,Comm Type,FALSE,6,FALSE,308007368,4166092502,TRUE,No,Website
482845416,Home,2,Teal,#74d83e,OOS,21-07-2017,Low Fr,TRUE,TRUE,Comm Type,TRUE,23,FALSE,184853876,5041789037,TRUE,Yes,Website
124008731,Electronics,4,Puce,#9a6077,OOS,08-01-2022,Heavy Fr,TRUE,FALSE,Self Type,TRUE,13,TRUE,416944176,4219508597,TRUE,No,Website
641546569,Clothing,5,Turquoise,#d0f40a,Available,16-12-2018,Low Fr,FALSE,TRUE,Self Type,FALSE,26,FALSE,653589485,59062487,FALSE,Yes,Website
619641431,Grocery,5,Orange,#9d513b,OOS,30-06-2022,Low Fr,FALSE,TRUE,Sale Type,TRUE,34,FALSE,539422632,2328184529,TRUE,No,TeleM
908024629,Kids,1,Khaki,#c2bdfa,Available,15-12-2017,Heavy Fr,TRUE,TRUE,Comm Type,FALSE,34,TRUE,909255357,7855023232,FALSE,No,Unique
282889106,Jewelery,3,Yellow,#d96f98,SOS,07-06-2021,Heavy Fr,FALSE,FALSE,Sale Type,FALSE,28,TRUE,657900855,6493057973,FALSE,Yes,Referral
503610039,Computers,1,Crimson,#529fce,OOS,20-02-2017,Heavy Fr,FALSE,FALSE,Sale Type,TRUE,28,FALSE,476718939,9693707109,TRUE,No,Referral
61500965,Games,4,Blue,#7f0580,Available,21-06-2021,Low Fr,TRUE,FALSE,Comm Type,TRUE,34,FALSE,5365454,3657249214,TRUE,No,E-mail
181796385,Beauty,5,Indigo,#d8aeb4,Available,24-09-2021,Heavy Fr,TRUE,TRUE,Comm Type,FALSE,8,TRUE,176143944,7750382828,FALSE,No,Unique
904519393,Music,4,Aquamarine,#ce8bf9,OOS,23-11-2021,Medium Fr,FALSE,FALSE,Sale Type,TRUE,26,TRUE,648007303,6036215401,TRUE,No,TeleM
274685023,Health,1,Turquoise,#343e6b,OOS,16-05-2018,Heavy Fr,TRUE,FALSE,Comm Type,TRUE,35,TRUE,355116696,9907888982,FALSE,Yes,Unique
936796494,Industrial,2,Blue,#bc6fad,OOS,28-04-2020,Low Fr,TRUE,TRUE,Trust Type,TRUE,15,FALSE,274238543,4998333445,FALSE,No,TeleM
445511063,Shoes,2,Turquoise,#69d8c4,OOS,25-05-2022,Heavy Fr,TRUE,TRUE,Trust Type,FALSE,35,FALSE,231988696,6231042588,TRUE,No,TeleM
86486396,Grocery,5,Mauv,#b14db6,Available,08-09-2021,Medium Fr,FALSE,FALSE,Trust Type,TRUE,38,TRUE,975702852,6283370306,FALSE,Yes,E-mail
253162029,Industrial,4,Blue,#3aba48,OOS,24-02-2019,Heavy Fr,FALSE,TRUE,Comm Type,FALSE,36,TRUE,801053666,8462714389,TRUE,No,TeleM
347661541,Automotive,3,Yellow,#a681df,OOS,25-08-2017,Low Fr,FALSE,FALSE,Self Type,FALSE,31,TRUE,579484056,8103057029,FALSE,No,E-mail
192316284,Outdoors,4,Puce,#2a2105,OOS,01-05-2018,Low Fr,TRUE,TRUE,Sale Type,FALSE,34,FALSE,235724333,1392753198,FALSE,No,Unique
80498424,Clothing,1,Teal,#73266f,Available,04-01-2021,Medium Fr,FALSE,FALSE,Self Type,TRUE,37,TRUE,165588092,3413409484,TRUE,Yes,Referral
962273520,Beauty,1,Aquamarine,#f08633,Available,14-03-2020,Medium Fr,FALSE,TRUE,Self Type,FALSE,29,FALSE,34739487,6858477276,FALSE,No,TeleM
836213406,Health,4,Mauv,#77601f,Available,07-04-2017,Low Fr,TRUE,FALSE,Self Type,TRUE,36,FALSE,714745920,2261633912,FALSE,No,Website
128446616,Music,1,Puce,#7849c4,Available,02-10-2017,Medium Fr,TRUE,FALSE,Self Type,FALSE,31,TRUE,94255772,2801923184,TRUE,Yes,Referral
700562513,Home,5,Aquamarine,#f00f5e,OOS,08-01-2022,Medium Fr,TRUE,FALSE,Trust Type,TRUE,23,FALSE,80812851,2862695653,FALSE,No,E-mail
193448008,Beauty,5,Yellow,#364386,SOS,27-03-2021,Low Fr,FALSE,FALSE,Trust Type,TRUE,28,TRUE,823652218,1549863819,FALSE,Yes,TeleM
235498791,Garden,2,Red,#048206,OOS,23-05-2021,Medium Fr,TRUE,FALSE,Sale Type,FALSE,21,FALSE,249682273,7960475962,FALSE,Yes,Website
19989862,Sports,4,Blue,#e4a07d,OOS,22-01-2018,Medium Fr,FALSE,TRUE,Self Type,TRUE,33,FALSE,603908095,4181166449,FALSE,No,TeleM
664852433,Health,4,Blue,#4ed28e,SOS,19-07-2017,Low Fr,FALSE,TRUE,Trust Type,TRUE,25,TRUE,318718237,9053506365,TRUE,Yes,Referral
735070296,Shoes,5,Turquoise,#4442c2,SOS,22-08-2020,Medium Fr,TRUE,TRUE,Sale Type,FALSE,8,FALSE,818174587,832726540,FALSE,Yes,E-mail
355696058,Automotive,4,Aquamarine,#c783d8,OOS,31-12-2018,Heavy Fr,FALSE,FALSE,Sale Type,TRUE,23,FALSE,202786450,2034858468,FALSE,Yes,Unique
957265219,Industrial,2,Teal,#cd866a,Available,28-06-2019,Low Fr,FALSE,TRUE,Sale Type,FALSE,33,FALSE,382279762,5259541650,TRUE,Yes,Website
2449107,Health,1,Goldenrod,#d9a8bd,Available,03-03-2021,Heavy Fr,TRUE,TRUE,Trust Type,FALSE,28,TRUE,570449264,1615108599,FALSE,Yes,TeleM
322488929,Baby,3,Goldenrod,#968e93,Available,05-02-2019,Heavy Fr,TRUE,TRUE,Trust Type,FALSE,34,TRUE,284771210,9589525091,TRUE,No,Website
25047871,Baby,5,Crimson,#6925af,Available,28-05-2021,Medium Fr,FALSE,TRUE,Sale Type,TRUE,13,TRUE,843735784,332798585,TRUE,Yes,E-mail
884974318,Music,3,Yellow,#fc95cf,OOS,05-07-2017,Heavy Fr,TRUE,TRUE,Trust Type,FALSE,35,FALSE,573121984,4658237431,TRUE,No,E-mail
137374480,Shoes,5,Orange,#c4647a,Available,24-11-2019,Medium Fr,FALSE,TRUE,Comm Type,TRUE,15,FALSE,1132115,2865989380,TRUE,Yes,E-mail
418341802,Automotive,1,Fuscia,#41debd,Available,02-05-2020,Low Fr,FALSE,TRUE,Trust Type,FALSE,13,TRUE,883025091,797117466,TRUE,Yes,Website
924545410,Computers,2,Yellow,#d53404,OOS,21-06-2018,Low Fr,FALSE,TRUE,Comm Type,FALSE,31,TRUE,349953875,9993207667,TRUE,Yes,Unique
580201492,Shoes,5,Purple,#170911,OOS,25-03-2018,Medium Fr,FALSE,FALSE,Trust Type,TRUE,26,TRUE,528556070,3865434827,TRUE,No,TeleM
418047094,Automotive,4,Indigo,#1421a9,OOS,07-07-2018,Heavy Fr,FALSE,TRUE,Comm Type,FALSE,34,TRUE,561911613,6053469483,TRUE,Yes,Website
396035017,Beauty,3,Teal,#ca606f,OOS,27-12-2021,Heavy Fr,FALSE,FALSE,Self Type,TRUE,37,TRUE,178632863,988031922,FALSE,No,Website
412836504,Movies,1,Red,#5a24fb,SOS,19-03-2017,Low Fr,FALSE,TRUE,Trust Type,FALSE,2,TRUE,602259267,303718579,TRUE,Yes,TeleM
332010651,Baby,2,Crimson,#9136a7,Available,02-07-2021,Low Fr,TRUE,TRUE,Self Type,FALSE,5,TRUE,946132281,1965748503,TRUE,Yes,TeleM
490410883,Beauty,4,Crimson,#8e5e4f,OOS,16-03-2017,Medium Fr,FALSE,TRUE,Comm Type,FALSE,18,TRUE,405359801,2622342292,FALSE,No,Referral
462290288,Outdoors,3,Pink,#f838fb,SOS,01-07-2021,Heavy Fr,TRUE,TRUE,Sale Type,FALSE,10,TRUE,935389963,8985979612,FALSE,Yes,Unique
880691789,Health,1,Purple,#1232ba,OOS,01-03-2018,Low Fr,FALSE,TRUE,Trust Type,FALSE,38,FALSE,6805082,8769958971,FALSE,Yes,TeleM
804890099,Computers,4,Maroon,#95566e,Available,15-07-2019,Low Fr,FALSE,FALSE,Self Type,TRUE,38,FALSE,955980208,567723690,TRUE,No,Referral
999953083,Shoes,5,Turquoise,#f26094,Available,18-02-2018,Low Fr,FALSE,FALSE,Comm Type,TRUE,37,TRUE,998650266,755795261,TRUE,No,Referral
39632457,Outdoors,5,Turquoise,#e5a724,SOS,29-06-2017,Low Fr,FALSE,FALSE,Trust Type,TRUE,6,FALSE,390741906,7227240363,FALSE,No,Website
86186909,Books,2,Violet,#7a985c,Available,10-10-2018,Medium Fr,FALSE,FALSE,Self Type,TRUE,15,TRUE,830068948,3275754106,FALSE,No,Unique
313570788,Books,3,Goldenrod,#8af380,Available,16-11-2021,Heavy Fr,FALSE,FALSE,Sale Type,FALSE,38,TRUE,375503747,5649356289,FALSE,Yes,E-mail
774382983,Grocery,2,Maroon,#8f3449,OOS,14-04-2021,Medium Fr,FALSE,TRUE,Self Type,FALSE,34,FALSE,340688976,4087528782,FALSE,Yes,TeleM
625734766,Electronics,3,Blue,#63f935,OOS,31-01-2017,Medium Fr,FALSE,FALSE,Sale Type,FALSE,22,FALSE,415523085,7813469844,TRUE,Yes,Website
299491978,Books,5,Indigo,#38343e,SOS,24-03-2022,Low Fr,FALSE,FALSE,Trust Type,FALSE,34,FALSE,185794224,8884496713,TRUE,Yes,Unique
357663240,Beauty,3,Goldenrod,#1b280f,SOS,04-03-2022,Low Fr,FALSE,FALSE,Self Type,FALSE,6,TRUE,481638519,8977300711,TRUE,No,E-mail
175092159,Computers,3,Aquamarine,#bf3a96,OOS,28-11-2020,Low Fr,FALSE,TRUE,Comm Type,FALSE,15,FALSE,943171498,1012395782,TRUE,No,Website
859307030,Tools,2,Maroon,#b80253,SOS,19-12-2020,Heavy Fr,FALSE,FALSE,Trust Type,TRUE,8,FALSE,158194914,4043564546,FALSE,Yes,Referral
559578055,Health,2,Turquoise,#669b00,OOS,25-04-2021,Medium Fr,FALSE,FALSE,Trust Type,TRUE,24,TRUE,569189326,6502927009,FALSE,Yes,E-mail
527794428,Jewelery,5,Violet,#f8a3d5,OOS,02-06-2017,Low Fr,FALSE,TRUE,Comm Type,FALSE,23,FALSE,991352712,3745831616,FALSE,No,TeleM
262699033,Industrial,4,Pink,#f60a79,OOS,29-01-2017,Medium Fr,FALSE,FALSE,Comm Type,FALSE,8,FALSE,350559473,2264711663,TRUE,Yes,Referral
116012175,Jewelery,4,Yellow,#61d2a5,SOS,23-08-2017,Medium Fr,TRUE,FALSE,Comm Type,TRUE,29,TRUE,550158357,2534899201,FALSE,No,Referral
301239399,Health,4,Indigo,#8a5888,Available,04-08-2020,Low Fr,TRUE,TRUE,Comm Type,TRUE,38,TRUE,525888755,222140879,TRUE,No,Website
849683509,Industrial,5,Crimson,#8e17ac,Available,12-11-2019,Heavy Fr,TRUE,TRUE,Trust Type,FALSE,21,FALSE,504046384,5337794027,FALSE,Yes,Website
958445631,Beauty,2,Violet,#c49649,Available,15-04-2017,Heavy Fr,TRUE,FALSE,Trust Type,FALSE,6,TRUE,384522246,4719575439,TRUE,No,Unique
908989754,Movies,5,Green,#c53f9c,OOS,04-06-2017,Heavy Fr,FALSE,TRUE,Sale Type,FALSE,35,FALSE,148219645,3724797745,TRUE,Yes,E-mail
538177664,Kids,1,Khaki,#bba0a9,SOS,11-05-2018,Low Fr,FALSE,TRUE,Self Type,TRUE,24,FALSE,73356047,1380555892,FALSE,No,TeleM
266144482,Outdoors,1,Turquoise,#2e2ab7,SOS,05-04-2022,Medium Fr,TRUE,TRUE,Sale Type,FALSE,38,TRUE,802137231,7976826182,TRUE,No,Referral
449769163,Clothing,2,Purple,#d50ea5,SOS,10-08-2020,Heavy Fr,TRUE,FALSE,Sale Type,TRUE,8,FALSE,730340361,9097560705,FALSE,No,Unique
972285890,Outdoors,5,Green,#ad2195,Available,28-11-2021,Low Fr,TRUE,FALSE,Comm Type,TRUE,24,TRUE,634950587,5226246072,TRUE,Yes,TeleM
907580917,Games,4,Violet,#3d3efe,Available,07-06-2018,Low Fr,TRUE,TRUE,Self Type,TRUE,13,TRUE,791528353,2776842473,TRUE,No,E-mail
36443032,Industrial,5,Aquamarine,#e9cfc0,Available,11-07-2018,Low Fr,TRUE,FALSE,Sale Type,TRUE,37,FALSE,33092931,1506955444,FALSE,Yes,E-mail
723759928,Shoes,5,Goldenrod,#259b6d,SOS,03-08-2020,Heavy Fr,FALSE,TRUE,Comm Type,FALSE,37,FALSE,671056932,604805764,TRUE,Yes,E-mail
436256993,Movies,2,Pink,#26c2c8,Available,21-09-2021,Heavy Fr,TRUE,TRUE,Sale Type,TRUE,23,FALSE,515008466,4355321398,FALSE,Yes,Unique
765481981,Toys,3,Green,#1463e8,OOS,26-01-2018,Medium Fr,TRUE,FALSE,Comm Type,FALSE,21,TRUE,970783370,8928184053,TRUE,Yes,TeleM
556922305,Health,4,Pink,#0d4b62,SOS,18-12-2020,Heavy Fr,FALSE,FALSE,Comm Type,TRUE,32,TRUE,292310298,7570791037,TRUE,Yes,TeleM
887032821,Jewelery,5,Yellow,#8df7ba,SOS,05-05-2020,Heavy Fr,FALSE,TRUE,Trust Type,FALSE,29,FALSE,402006317,5819103645,FALSE,No,E-mail
930465414,Books,3,Crimson,#473137,OOS,13-01-2019,Medium Fr,TRUE,FALSE,Comm Type,TRUE,24,TRUE,502106254,309719860,TRUE,No,Unique
455723069,Grocery,3,Blue,#999afa,OOS,08-07-2020,Low Fr,TRUE,FALSE,Self Type,FALSE,6,TRUE,447979399,8567060923,FALSE,No,Website
856496891,Baby,1,Blue,#e9a48b,SOS,02-02-2018,Heavy Fr,FALSE,TRUE,Self Type,FALSE,33,FALSE,925595695,7901048662,TRUE,No,Referral
734099821,Grocery,2,Mauv,#49b4f4,Available,21-09-2019,Heavy Fr,TRUE,FALSE,Trust Type,TRUE,26,TRUE,492341700,1334145083,TRUE,No,Website
831844213,Electronics,1,Khaki,#af35e9,OOS,08-08-2019,Medium Fr,FALSE,TRUE,Self Type,TRUE,23,TRUE,958836410,8176579076,FALSE,No,E-mail
154592019,Beauty,3,Blue,#54ab6b,Available,20-12-2020,Heavy Fr,TRUE,TRUE,Self Type,FALSE,10,FALSE,270231110,1920309497,TRUE,No,Website
708600828,Shoes,4,Crimson,#2c0276,SOS,16-09-2017,Medium Fr,FALSE,FALSE,Trust Type,TRUE,32,FALSE,449154643,3238585681,FALSE,Yes,Referral
